date,avg_temp,total_rainfall,ano
2019-08-18,24.352857142857143,0.8300000000000001,2019
2019-08-25,25.854285714285712,0.060000000000000005,2019
2019-09-01,25.101428571428574,0.5499999999999999,2019
2019-09-08,26.472857142857144,0.16,2019
2019-09-15,26.78,0.8500000000000001,2019
2019-09-22,27.157142857142855,0.93,2019
2019-09-29,28.04,0.13,2019
2019-10-06,28.45285714285714,0.13,2019
2019-10-13,27.898571428571426,0.16,2019
2019-10-20,29.12142857142857,0.0,2019
2019-10-27,29.490000000000002,22.55,2019
2019-11-03,28.524285714285714,0.03,2019
2019-11-10,30.037142857142857,0.0,2019
2019-11-17,29.687142857142856,0.28,2019
2019-11-24,29.804285714285715,0.54,2019
2019-12-01,29.37857142857143,3.81,2019
2019-12-08,31.365714285714287,3.35,2019
2019-12-15,29.367142857142856,3.44,2019
2019-12-22,29.638571428571428,0.01,2019
2019-12-29,30.117142857142856,0.0,2019
2020-01-12,26.774285714285714,30.549999999999997,2020
2020-01-19,28.187142857142856,24.38,2020
2020-01-26,29.807142857142857,0.01,2020
2020-02-02,27.39428571428571,32.23,2020
2020-02-09,27.774285714285714,5.640000000000001,2020
2020-02-16,25.877142857142854,19.46,2020
2020-02-23,28.275714285714287,0.16999999999999998,2020
2020-03-01,28.134285714285713,4.28,2020
2020-03-08,30.689999999999998,2.9299999999999997,2020
2020-03-15,28.16714285714286,30.029999999999998,2020
2020-03-22,28.131428571428575,11.43,2020
2020-03-29,26.694285714285712,31.97,2020
2020-04-05,26.841428571428573,10.8,2020
2020-04-12,27.56714285714286,1.56,2020
2020-04-19,28.601428571428574,15.81,2020
2020-04-26,27.148571428571426,23.71,2020
2020-05-03,26.481428571428573,7.82,2020
2020-05-10,26.764285714285712,2.19,2020
2020-05-17,27.185714285714287,1.6400000000000001,2020
2020-05-24,27.15142857142857,2.33,2020
2020-05-31,26.602857142857143,5.12,2020
2020-06-07,26.025714285714287,1.47,2020
2020-06-14,26.40857142857143,10.37,2020
2020-06-21,25.41857142857143,1.33,2020
2020-06-28,24.15142857142857,2.69,2020
2020-07-05,24.102857142857143,7.85,2020
2020-07-12,24.87714285714286,0.16,2020
2020-07-19,24.904285714285713,0.54,2020
2020-07-26,24.41714285714286,1.06,2020
2020-08-02,23.398571428571426,4.76,2020
2020-08-09,23.407142857142855,2.28,2020
2020-08-16,23.05857142857143,5.34,2020
2020-08-23,24.544285714285714,0.68,2020
2020-08-30,26.117142857142856,0.03,2020
2020-09-06,26.134285714285713,0.12,2020
2020-09-13,25.29,1.99,2020
2020-09-20,25.958571428571428,0.98,2020
2020-09-27,26.534285714285716,1.1099999999999999,2020
2020-10-04,28.014285714285712,0.1,2020
2020-10-11,28.638571428571428,0.0,2020
2020-10-18,30.025714285714287,0.24,2020
2020-10-25,29.294285714285714,0.03,2020
2020-11-01,29.66,0.13,2020
2020-11-08,27.527142857142856,44.8,2020
2020-11-15,25.931428571428572,74.03,2020
2020-11-22,26.645714285714288,0.1,2020
2020-11-29,27.307142857142857,9.92,2020
2020-12-06,26.478571428571428,0.59,2020
2020-12-13,28.87142857142857,0.08,2020
2020-12-20,28.990000000000002,0.02,2020
2020-12-27,29.907142857142855,1.25,2020
2021-01-03,29.689999999999998,0.26,2020
2021-01-10,29.75142857142857,0.21000000000000002,2021
2021-01-17,30.082857142857144,5.18,2021
2021-01-24,27.974285714285713,26.650000000000002,2021
2021-01-31,27.548571428571428,0.51,2021
2021-02-07,28.012857142857143,1.3599999999999999,2021
2021-02-14,30.252857142857145,1.21,2021
2021-02-21,28.912857142857142,5.05,2021
2021-02-28,26.982857142857142,42.41,2021
2021-03-07,27.825714285714287,3.49,2021
2021-03-14,28.948571428571427,4.08,2021
2021-03-21,29.935714285714287,0.88,2021
2021-03-28,29.051428571428573,4.069999999999999,2021
2021-04-04,28.474285714285713,1.81,2021
2021-04-11,29.417142857142856,10.07,2021
2021-04-18,28.16714285714286,2.77,2021
2021-04-25,28.08285714285714,1.15,2021
2021-05-02,26.66142857142857,36.28,2021
2021-05-09,26.490000000000002,2.9800000000000004,2021
2021-05-16,25.52857142857143,5.38,2021
2021-05-23,25.49285714285714,1.58,2021
2021-05-30,26.395714285714284,0.09,2021
2021-06-06,25.995714285714286,0.06,2021
2021-06-13,25.934285714285714,3.26,2021
2021-06-20,26.150000000000002,0.26,2021
2021-06-27,25.805714285714284,0.16,2021
2021-07-04,25.12,2.68,2021
2021-07-11,24.415714285714284,2.62,2021
2021-07-18,24.731428571428573,1.85,2021
2021-07-25,25.42142857142857,0.47,2021
2021-08-01,24.84,4.17,2021
2021-08-08,25.15,2.2300000000000004,2021
2021-08-15,23.33142857142857,1.28,2021
2021-08-22,24.981428571428573,0.2,2021
2021-08-29,24.747142857142858,0.47,2021
2021-09-05,26.488571428571426,0.26,2021
2021-09-12,27.295714285714286,0.24,2021
2021-09-19,27.93857142857143,0.14,2021
2021-09-26,27.610000000000003,0.2,2021
2021-10-03,28.09,0.45999999999999996,2021
2021-10-10,28.625714285714285,0.15,2021
2021-10-17,28.892857142857142,0.34,2021
2021-10-24,30.287142857142857,0.6,2021
2021-10-31,28.830000000000002,43.71,2021
2021-11-07,26.945714285714285,1.0899999999999999,2021
2021-11-14,26.574285714285715,36.09,2021
2021-11-21,27.21,3.01,2021
2021-11-28,27.91142857142857,2.3699999999999997,2021
2021-12-05,29.381428571428575,9.82,2021
2021-12-12,27.337142857142858,38.33,2021
2021-12-19,27.24142857142857,19.169999999999998,2021
2021-12-26,27.76571428571429,0.7899999999999999,2021
2022-01-02,25.91714285714286,83.38,2021
2022-01-09,25.425714285714285,7.74,2022
2022-01-16,26.544285714285714,25.779999999999998,2022
2022-01-23,26.75714285714286,4.67,2022
2022-01-30,27.572857142857142,1.73,2022
2022-02-06,25.282857142857143,28.28,2022
2022-02-13,27.442857142857143,0.27999999999999997,2022
2022-02-20,27.697142857142858,21.240000000000002,2022
2022-02-27,27.34,17.91,2022
2022-03-06,28.064285714285713,2.54,2022
2022-03-13,27.45285714285714,23.58,2022
2022-03-20,27.542857142857144,3.0,2022
2022-03-27,27.754285714285714,8.4,2022
2022-04-03,27.689999999999998,12.120000000000001,2022
2022-04-10,27.95285714285714,3.6,2022
2022-04-17,28.12142857142857,14.89,2022
2022-04-24,28.264285714285712,24.009999999999998,2022
2022-05-01,27.104285714285712,2.85,2022
2022-05-08,26.560000000000002,0.59,2022
2022-05-15,27.431428571428572,0.12,2022
2022-05-22,27.037142857142857,0.36,2022
2022-05-29,26.610000000000003,13.84,2022
2022-06-05,24.610000000000003,3.5899999999999994,2022
2022-06-12,25.832857142857144,6.32,2022
2022-06-19,25.32,0.29,2022
2022-06-26,25.672857142857143,0.23,2022
2022-07-03,25.197142857142858,2.2,2022
2022-07-10,24.58142857142857,0.45,2022
2022-07-17,24.107142857142858,1.45,2022
2022-07-24,24.150000000000002,2.98,2022
2022-07-31,24.284285714285716,2.34,2022
2022-08-07,25.064285714285713,1.62,2022
2022-08-14,25.185714285714287,1.5999999999999999,2022
2022-08-21,24.827142857142857,3.06,2022
2022-08-28,23.582857142857144,2.95,2022
2022-09-04,23.84,2.11,2022
2022-09-11,24.504285714285714,2.12,2022
2022-09-18,25.25142857142857,1.0,2022
2022-09-25,26.82,0.5900000000000001,2022
2022-10-02,28.259999999999998,1.32,2022
2022-10-09,27.107142857142858,0.57,2022
2022-10-16,28.464285714285715,0.57,2022
2022-10-23,27.678571428571427,0.6000000000000001,2022
2022-10-30,28.73428571428571,0.31,2022
2022-11-06,27.775714285714287,24.52,2022
2022-11-13,26.344285714285714,74.07,2022
2022-11-20,26.02,3.72,2022
2022-11-27,27.457142857142856,8.73,2022
2022-12-04,26.895714285714288,8.379999999999999,2022
2022-12-11,25.125714285714285,46.79,2022
2022-12-18,26.575714285714287,15.09,2022
2022-12-25,27.254285714285714,1.45,2022
2023-01-01,26.487142857142857,37.5,2022
2023-01-08,26.14428571428571,2.3899999999999997,2023
2023-01-15,28.264285714285712,2.57,2023
2023-01-22,27.777142857142856,10.25,2023
2023-01-29,28.517142857142858,5.0600000000000005,2023
2023-02-05,29.04714285714286,1.52,2023
2023-02-12,29.13714285714286,1.79,2023
2023-02-19,29.972857142857144,4.04,2023
2023-02-26,28.915714285714284,4.95,2023
2023-03-05,29.934285714285714,1.77,2023
2023-03-12,29.957142857142856,1.15,2023
2023-03-19,27.657142857142855,22.009999999999998,2023
2023-03-26,25.648571428571426,31.36,2023
2023-04-02,26.755714285714284,2.81,2023
2023-04-09,27.94857142857143,2.69,2023
2023-04-16,28.552857142857142,0.96,2023
2023-04-23,28.68285714285714,6.35,2023
2023-04-30,27.99285714285714,7.140000000000001,2023
2023-05-07,27.195714285714285,8.09,2023
2023-05-14,28.00857142857143,6.15,2023
2023-05-21,26.84714285714286,1.51,2023
2023-05-28,25.55,14.46,2023
2023-06-04,25.75857142857143,1.0699999999999998,2023
2023-06-11,25.044285714285714,4.2,2023
